content,date,title,url
    7月6日上午，恪勤楼422会议室气氛庄严热烈。在全党深入开展学习贯彻习近平新时代中国特色社会主义思想主题教育之际，学校隆重举行庆祝中国共产党成立102周年暨“两优一先”表彰座谈会，党委书记蔡家林，党委副书记、校长黄伟九，党委职能部门负责人及受表彰的先进集体和优秀个人代表30余名同志参加会议。座谈会由黄伟九主持。,7月7日,学校召开庆祝中国共产党成立102周年暨“两优一先”表彰座谈会,https://www.cqwu.edu.cn/article_355506.html
    6月30日，由重庆市社会心理学会主办，大学生心理咨询与团体辅导专委会承办的“奋进‘心’征程 青春向未来”第十四届大学生心理成长论坛总结颁奖会在西南大学圆满结束。我校学子荣获学会一等奖3项，二等奖5项，三等奖2项。,7月5日,文理学子在重庆市第十四届大学生心理成长论坛比赛中获佳绩,https://www.cqwu.edu.cn/article_355368.html
    6月26日，重庆市教育考试院自考处处长李永成、副处长高博一行来我校调研和指导高等教育自学考试学分认定与转换工作，并在我校召开重庆市高等教育自学考试工作调研座谈会。,6月28日,重庆市教育考试院来校调研和指导工作,https://www.cqwu.edu.cn/article_354938.html
    6月23-25日，由我校文化与传媒学院和全球修辞学会联合主办的“新时代公文传播与社会治理文明”学术论坛在重庆市永川区世纪汉腾酒店举行，来自北京大学、西南大学、电子科技大学等近20所高校60余名专家学者参加，我校副校长李天福、党委宣传部、文化与传媒学院相关负责人等参与论坛。,6月25日,重庆文理学院与全球修辞学会联合举办“新时代公文传播与社会治理文明”学术论坛,https://www.cqwu.edu.cn/article_354461.html
    6月16日上午9:00，重庆文理学院2023届学生毕业典礼暨学位授予仪式在红河校区体育馆隆重举行，学校党委副书记、校长黄伟九，副校长金盛、陈中祝，组织部部长周洪亮，校友代表刘义全、姚茂瑜、张锡昌、李建军、黄仁权，学校高层次人才代表赵立军、隋媛、唐宁、贺小龙、屈川华，学校学位委员会委员，职能部门负责人、二级学院党政负责人，教师代表、辅导员代表，2023届毕业生代表，后勤服务人员代表参加了毕业典礼。典礼由副校长漆新贵主持。,6月16日,重庆文理学院隆重举行2023届学生毕业典礼暨学位授予仪式,https://www.cqwu.edu.cn/article_353879.html
    6月12日，重庆文理学院研发的国家抗癌一类新药PZ-1片转化签约活动在永川区签约中心举行。重庆市委主题教育第十八巡回指导组组长何平、副组长陈劲，重庆市教委二级巡视员谯建，重庆市科技局二级巡视员杨军，重庆市药监局党组书记、局长陈忠于，重庆分享道桐企业管理有限公司董事长刘琦、总经理岳凌，永川区委书记张智奎、区长常晓勇，重庆文理学院党委书记蔡家林、校长黄伟九、副校长陈中祝等嘉宾出席签约仪式，签约仪式由副校长王明华主持。,6月12日,4800万！重庆文理学院科技成果抗癌新药PZ-1转化签约,https://www.cqwu.edu.cn/article_353596.html
    6月2-4日，2023年第五届全国高等学校青年教师电工学课程教学竞赛西部赛区选拔赛在西安理工大学举行。我校电子信息与电气工程学院青年教师高君华在比赛中以小组第一的成绩获特等奖，并将进入今年7月份举行的全国总决赛。这是电子信息与电气工程学院教师首次以特等奖成绩进入全国总决赛。,6月6日,文理教师在全国高等学校青年教师电工学课程教学竞赛西部赛区比赛中获特等奖,https://www.cqwu.edu.cn/article_353214.html
    5月31日下午，学校学生社区治理工作动员部署会在恪勤楼304召开，全体校领导出席会议，相关职能部门负责人，各二级学院全体班子成员、团总支（副）书记、学生工作办公室（副）主任、辅导员，人和居业主委员会负责人参加动员会。会议由校长黄伟九主持。,5月31日,探索实施“五大行动” 赋能社区治理创新 ——重庆文理学院召开学生社区治理工作动员部署会,https://www.cqwu.edu.cn/article_352514.html
    5月24日上午，重庆文理学院与武隆区人民政府联合共建的重庆武隆乡村旅游学院、重庆文理学院旅游产业研究院授牌仪式在武隆区职教中心举行。武隆区委书记何庆、区长左军、副区长刘印、区政协副主席刘壮，学校党委书记蔡家林、副校长陈中祝，市委主题教育第18巡回指导组领导出席授牌仪式。武隆区各区级部门、乡镇街道负责人以及职教中心部分师生，重庆文理学院相关部门负责人参加活动。授牌仪式由武隆区政协副主席刘壮主持。,5月24日,重庆武隆乡村旅游学院 重庆文理学院旅游产业研究院正式揭牌,https://www.cqwu.edu.cn/article_352066.html
    5月20日，第二十五届中国机器人及人工智能大赛(重庆赛区)暨第三届重庆市机器人及人工智能大赛在重庆文理学院举行。重庆市教委高教处四级调研员哈宁武，竞赛组委会相关领导，我校副校长漆新贵，重庆相关高校嘉宾、参赛单位指导教师及27所高校的337支队伍1000余名师生参加开幕式。开幕式由学校教务处负责人主持。,5月20日,第二十五届中国机器人及人工智能大赛(重庆赛区)暨第三届重庆市机器人及人工智能大赛在重庆文理学院举行,https://www.cqwu.edu.cn/article_351677.html
    据科睿唯安（Clarivate Analytics）5月11日发布的最新ESI（Essential Science Indicators基本科学指标）统计数据，重庆文理学院在进入ESI学科全球排名的国内高校中列第318位，全球排名提升238位，ESI学科数在重庆市属高校中排名第4；除材料科学（Materials Science）外，化学（Chemistry）今年首次进入ESI全球排名前1%，标志着该学科领域进入国际高水平学科行列。,5月12日,喜报！重庆文理学院又一学科——化学进入ESI全球排名前1%,https://www.cqwu.edu.cn/article_351105.html
    5月5日下午，学校2023届毕业生就业工作调度会在红河校区恪勤楼422会议室召开。党委书记蔡家林出席会议并讲话。招生就业处、党委保卫部、团委、创新创业学院负责人，二级学院院长、党总支书记、分管就业工作负责人参加会议。会议由副校长李天福主持。,5月6日,学校召开2023届毕业生就业工作调度会,https://www.cqwu.edu.cn/article_350746.html
    恰同学少年，风华正茂；展飒爽英姿，意气风发。为丰富校园文化体育活动，促进大学生健身运动的开展，由市教委主办的2023年重庆市大学生体育锦标赛各项赛事在重庆各高校拉开帷幕。,4月27日,喜报！重庆文理学院在2023年重庆市大学生体育锦标赛中旗开得胜,https://www.cqwu.edu.cn/article_350354.html
按照学校学习贯彻习近平新时代中国特色社会主义思想主题教育读书班暨理论学习中心组学习研讨总体安排，4月23日，学校主题教育读书班分5个小组，分别在红河校区恪勤楼514、221、204会议室、格物楼C603和星湖校区3507会议室开展了集中学习研讨。学校党委书记蔡家林等全体在家校领导、党委常委、中层干部参加学习研讨。,4月24日,重庆文理学院学习贯彻习近平新时代中国特色社会主义思想主题教育读书班聚焦“全面从严治党”开展集中学习研...,https://www.cqwu.edu.cn/article_350164.html
4月19日，由重庆文理学院和成都师范学院联合承办的重庆市市级培训项目“成渝优秀校园长跨区域联合培训 ”开班典礼在重庆文理学院举行。重庆市教委师范处处长黄伟，成都师范学院教育与心理学院党委书记廖全明，学校副校长金盛、培训学院负责人及来自川渝两地的60位初级中学校长出席开班典礼。,4月20日,“成渝优秀校园长跨区域联合培训” 开班典礼在重庆文理学院举行,https://www.cqwu.edu.cn/article_349938.html
    为贯彻落实习近平总书记关于全面加强国家安全教育的重要指示批示精神，推动国家安全教育工作广泛深入普及，增强师生国家安全意识和素养，在第八个全民国家安全教育日即将到来之际，永川区2023年全民国家安全教育活动于4月12日晚在重庆文理学院举行。区委国安办、区委宣传部、区公安局、区司法局、区融媒体中心相关人员，学校党委宣传部、党委学生工作部、党委保卫部、团委、马克思主义学院等部门相关负责人，永川区大学生总体国家安全观宣讲团成员，学校师生代表共计240余人参加此次活动。活动由学校党委保卫部负责人主持。,4月14日,永川区2023年全民国家安全教育活动走进重庆文理学院,https://www.cqwu.edu.cn/article_349716.html
    为实质性推进市委“一号工程”落地，推动成渝地区双城经济圈教育协同发展，促进成渝地区教育资源共建共享，我校正式启动与内江职业技术学院互派10名干部教师挂职锻炼项目。4月6日上午，内江职业技术学院党委书记任孝勇带队到校就两校互派干部挂职锻炼相关事宜进行座谈。我校党委书记蔡家林，副校长李天福，党政办公室、党委组织部、教务处、党委教师工作部、科研处负责人及本次互派交流挂职干部参加座谈会。,4月8日,重庆文理学院与内江职业技术学院互派干部教师挂职锻炼,https://www.cqwu.edu.cn/article_349433.html
    3月31日，重庆市普通本科高校马克思主义理论类专业教学指导委员会2023年度工作暨教学改革研讨会在重庆文理学院恪勤楼422会议室召开。重庆市普通本科院校马克思主义理论类专业教学指导委员会主任委员、西南大学原党委书记黄蓉生，副主任委员、重庆第二师范学院党委书记张艳，副主任委员、长江师范学院副院长向小川，副主任委员、四川外国语大学原纪委书记苟欣文，秘书长、西南大学马克思主义学院副院长吴艳东，重庆市高等教育学会秘书长余志祥及全体委员出席会议。重庆文理学院党委书记蔡家林，副主任委员、重庆文理学院党委常委、纪委书记罗茂出席会议。研讨会分两个阶段进行，分别由罗茂、向小川主持。,4月2日,重庆市普通本科高校马克思主义理论类专业教学指导委员会2023年度工作暨教学改革研讨会在重庆文理学院召...,https://www.cqwu.edu.cn/article_349031.html
    为进一步深入贯彻落实《国务院办公厅关于进一步支持大学生创新创业的指导意见》（国办发〔2021〕35号）文件精神，践行“创新引领、创业养成、着眼未来”创新创业教育理念，打造融价值塑造、文化引领、实践淬炼于一体的思创育人模式，引导学生树立正确的创业观、择业观、事业观，创新创业学院探索“1+2”模式筑牢抓实创新创业教育。,3月28日,学校探索“1+2”模式抓实创新创业教育,https://www.cqwu.edu.cn/article_348758.html
    3月17日下午，重庆科技学院副校长、工会主席吴松一行来到我校，就工会工作进行了座谈交流，我校副校长漆新贵以及工会相关人员参加座谈。,3月20日,重庆科技学院来校交流工作,https://www.cqwu.edu.cn/article_348337.html
    3月14日下午，学校在恪勤楼221会议室组织召开了以教育数字化为引领的一流本科课程建设专题报告会，教务处负责人、各二级学院分管教学负责人、教学办主任和一流课程申报骨干教师等70余人参会。,3月16日,我校召开一流本科课程建设专题报告会,https://www.cqwu.edu.cn/article_348169.html
    3月7日下午，市直机关纪检监察工委纪检监察室党支部、市直机关纪检监察工委案件审理室党支部与我校机关第一党总支第三支部联合开展了主题党日活动。市直机关纪检监察工委书记汪建，市委直属机关工委一级巡视员蒲舰，我校党委常委、纪委书记、监察专员罗茂和支部党员等参加活动。,3月9日,市直机关纪检监察工委来校开展联合主题党日活动,https://www.cqwu.edu.cn/article_347858.html
    3月2日上午，学校在恪勤楼204会议室召开综合实训楼用户单位验收工作专题会。副校长陈中祝，相关职能部门负责人，入住综合实训楼的各单位负责人及相关人员参加了会议。会议由基建处负责人主持。,3月3日,学校召开综合实训楼用户单位验收工作专题会,https://www.cqwu.edu.cn/article_347583.html
    2月22-23日，学校组织国有资产管理处、教务处、科研处、党委保卫部联合开展2023年春季学期实验室安全检查。,2月25日,学校组织开展2023年春季学期实验室安全检查,https://www.cqwu.edu.cn/article_347426.html
    近日，第四届全国师范生微课大赛决赛获奖名单公布。我校选送的微课大赛作品喜获14项奖励，其中特等奖4项、一等奖2项、二等奖8项，特等奖数量位列全国参赛高校并列第2。学校荣获“优秀组织院校”称号，周杰等4位老师荣获“优秀指导教师”称号。,2月14日,我校学子参加第四届全国师范生微课大赛获特等奖数量位列全国参赛高校第二,https://www.cqwu.edu.cn/article_347154.html
    近日，重庆市人民政府人民建议征集办公室 重庆市人力资源和社会保障局发布《关于表彰重庆市人民建议奖的决定》（渝人社〔2022〕479号），对35件人民建议和8个单位予以表彰。我校郭明磊、冯利朋《关于促进“一带一路”沿线国家民间友好交流的几点建议》获一等奖（全市唯一）；田书芹、王东强《关于在我市建设全国首个“智慧乡村人才超市”助推乡村人才振兴的三点建议》获二等奖。,1月11日,我校教师喜获重庆市人民建议奖,https://www.cqwu.edu.cn/article_347019.html
    12月27日，中共重庆市委教育工委学习贯彻党的二十大精神进校园宣讲队成员、我校宣讲小队队长、党委副书记、校长黄伟九为全体科岗人员宣讲党的二十大精神，宣讲会以线上方式进行。,12月28日,校长黄伟九为全校科岗人员宣讲党的二十大精神,https://www.cqwu.edu.cn/article_346868.html
    12月14日下午，学校党委常委、副校长谭宏为人工智能学院、重庆文化遗产学院全体师生党员和部分非党员师生代表共80余人宣讲党的二十大精神，宣讲报告以线上方式进行。,12月19日,党委常委、副校长谭宏宣讲党的二十大精神,https://www.cqwu.edu.cn/article_346657.html
    12月7日上午，学校人工智能学院党总支在知津楼C104会议室召开巡察整改专题民主生活会。学校党委巡察工作领导小组成员、党委组织部部长周洪亮，学校党委巡察工作领导小组成员、党委巡察办公室主任黎志，学校党委巡察工作领导小组成员、纪检监察室主任史甲庆到会指导。巡察办有关同志、学院领导班子全体成员参加会议。会议由学院党总支书记杨加强主持。,12月9日,学校人工智能学院召开巡察整改专题民主生活会,https://www.cqwu.edu.cn/article_346253.html
    近日，校领导谭宏、漆新贵、王明华、金盛、罗茂、李天福、陈中祝深入所联系二级学院调研指导毕业生就业工作，参加相关学院党政班子专题会议，并与2023届毕业生代表进行座谈。,12月6日,校领导深入二级学院调研指导毕业生就业工作,https://www.cqwu.edu.cn/article_345390.html
    近期，党委书记孙泽平先后到药学院、数学与大数据学院调研指导毕业生就业工作。,11月30日,党委书记孙泽平带队深入二级学院调研指导毕业生就业工作,https://www.cqwu.edu.cn/article_340775.html
    11月23日下午，中共重庆市委教育工委学习贯彻党的二十大精神进校园宣讲队成员、我校宣讲小队队长、党委副书记、校长黄伟九通过线上线的方式，为化学与环境工程学院、材料科学与工程学院师生代表宣讲了党的二十大精神。,11月24日,校长黄伟九深入学院宣讲党的二十大精神,https://www.cqwu.edu.cn/article_338425.html
    为了更好推进党的二十大精神阐释研究工作，精准把握2023年国家级项目申报选题方向，11月20日晚，我校以线上会议形式召开了2023年国家社科基金申报培训会，会议邀请了中共重庆市委党校科研处副处长廖欣研究员作专题辅导。学校党委宣传部和各社科类二级学院分管科研领导、前期提交选题计划申报人员、校级智库团队成员等共计100余人参加了培训会议。,11月21日,我校召开2023年国家社科基金申报培训会,https://www.cqwu.edu.cn/article_338304.html
    今年暑期，本土疫情多点散发、多地频发，防控形势严峻复杂。面对席卷而来的疫情，我校学子积极参与志愿服务，投身家乡疫情防控工作一线。,11月18日,致敬！在平凡中闪光的你们 ——我校学生志愿者参与疫情防控工作先进事迹（二）,https://www.cqwu.edu.cn/article_338201.html
    11月9日上午，学校召开国家级创新创业学院建设推进会，校长黄伟九，副校长漆新贵，党政办公室、党委组织部、党委宣传部、教务处、党委教师工作部、发展规划处、科研处、招生就业处、计划财务处、国有资产管理处、基建处、团委、政产学研研究院、创新创业学院负责人参加会议，会议由漆新贵主持。,11月10日,学校召开国家级创新创业学院建设推进会,https://www.cqwu.edu.cn/article_337924.html
    10月19日-25日，中国工程教育认证协会组织专家组对我校材料科学与工程专业开展工程教育认证在线考查。专家组组长由郑州大学汤克勇教授担任，成员包括哈尔滨理工大学董丽敏教授、中材高新材料股份有限公司董事长张伟儒、武汉工程大学刘治田教授和中南大学宋旼教授，专家组秘书武汉大学余智涛老师。我校校长黄伟九，副校长漆新贵、金盛、李天福，材料科学与工程学院和教务处全体中干，相关职能部门负责人和教师代表近30人线下参加见面会和反馈会。,10月25日,我校材料科学与工程专业工程教育认证专家在线考查工作顺利完成,https://www.cqwu.edu.cn/article_337512.html
    10月16日上午10:00，中国共产党第二十次全国代表大会在北京开幕，习近平总书记代表十九届中央委员会向大会作报告。重庆文理学院师生高度关注，纷纷以各种形式，认真收听收看党的二十大开幕会盛况。开幕会结束后，大家心潮澎湃，热议报告精神，表达自己的感受。,10月17日,踔厉奋发，勇毅前行║重庆文理学院师生热议党的二十大（三）,https://www.cqwu.edu.cn/article_337311.html
"亲爱的同学们：
大家好！
最好的守护，就是与你并肩作战。突如其来的疫情“大考”，让我们的学习和生活都发生了一些改变。学校领导、中层干部、一线教师、辅导员、后勤、安管等工作人员已入住学校，与大家共同生活，为同学们提供服务。很多老师“抗疫”在校，自己的孩子独自在家上网课，年迈的父母无人照顾......他们舍小家为大家，将责任扛在肩头，把困难踩在脚下，他们用行动践行以身立教、为人师表的诺言。
每一位同学都牵系一个家庭，每一个青年应担当一份使命。同学们，面对疫情，作为文理学子我们应该做的是：坚定沉着、积极配合、团结一心、相互理解，以实际行动展现文理人的责任与担当！
同学们，愿你足够强大，平安健康。每一位同学的平安，就是平安校园、健康校园的坚固基石。请一定保护好自己，做好个人防护，按时完成每日健康打卡，按要求完成核酸检测。听从指挥、积极配合，脚步快一点、动作轻一点。其实，素颜的你做核酸也很美。
同学们，愿你常怀感恩，珍惜当下。在临时管控期间，学校一直竭尽全力保障大家的生活所需，每位老师每天要派送近三百份盒饭，花费好几个小时。对他们来说，防护服里外是两个世界。同学们，请保持对文理的热爱，来一场双向奔赴的致敬和感谢。把学校对我们的好、把老师们的辛苦付出牢记于心。真诚地期待你们给予学校更多的理解、支持和配合。对每一位“校园大白”说一声“谢谢您！您辛苦了！”
同学们，愿你眼里有光，心中有梦。生活本就是一场充满未知的旅途，不要因为眼前的困境，就丧失对未来的期盼，不要让疫情成为懒惰的借口。希望大家做到“停课不停学、学习不延期”，希望大家上好线上课、读好课外书、锻炼好身体、保持好心态，遵守校规校纪，让“进德修业 博文达理”的优良学风成为学校最美的风景线。
“山因脊而雄，屋因粱而固”。亲爱的同学们，谁说站在光里的才算英雄？防疫之战的每分每秒，你我皆是英雄。时有所需，必有所为；校有所需，我必支持。我们坚信，这场属于文理人的抗疫战必将吹响胜利的号角！胜利必将属于我们！


共青团重庆文理学院委员会

2022年10月13日",10月13日,最好的守护，就是与你并肩作战——致同学们的一封信,https://www.cqwu.edu.cn/article_337241.html
    9月27-30日，2022年鲁渝协作（淄博-石柱）乡村振兴干部培训班暨石柱土家族自治县2022年驻乡驻村干部培训班在我校成功举办。来自石柱县30余个街道、乡镇的97名驻乡工作队和驻村第一书记分两个行政班参加了本次培训。石柱县乡村振兴局党组成员、山东省淄博市挂职干部廖爱平和学校乡村振兴学院相关负责人参加开班仪式。,10月4日,2022年鲁渝协作（淄博-石柱）乡村振兴干部培训班在我校举办,https://www.cqwu.edu.cn/article_337129.html
    近日，第六届“米兰设计周——中国高校设计学科师生优秀作品展”大赛评选圆满结束。我校文化与传媒学院学生参赛作品《我们的房屋》《寻》《SIX FEET UNDER》分别获得本届大赛重庆分赛区的一等奖和两个二等奖。其中，《我们的房屋》荣获全国总决赛三等奖。重庆文理学院荣获优秀组织奖。,9月30日,我校学子参加“米兰设计周·中国高校设计学科师生优秀作品展大赛”获得佳绩,https://www.cqwu.edu.cn/article_337048.html
    9月20日，学校召开2022-2023学年第一学期第一次教学工作例会，校长黄伟九、副校长漆新贵，各二级学院和职能部门相关人员80余人参加会议。会议由教务处负责人主持。,9月22日,学校召开2022-2023学年第一学期第一次教学工作例会,https://www.cqwu.edu.cn/article_336693.html
    9月14日下午，学校组织各二级学院以教研室为单位，采取线上线下结合的会议形式，集中开展线上教学专题教研活动，全校二级学院70余个教研室全体成员参加专题研讨活动。活动由各教研室主任主持。,9月15日,我校组织全校教师开展线上教学专题教研活动,https://www.cqwu.edu.cn/article_336130.html
    9月5日起，我校全面开展线上教学。目前，线上教学总体运行平稳有序。,9月8日,我校有序开展线上教学工作,https://www.cqwu.edu.cn/article_335497.html
    9月2日下午，学校在恪勤楼304召开2022年秋季学期教学及学生工作专题会，副校长漆新贵、李天福出席会议，相关职能部门负责人、二级学院分管教学工作负责人、分管学生工作负责人、教学办（副）主任、学工办（副）主任、全体辅导员参加会议。会议由党委学生工作部部长钱闾建主持。,9月5日,学校召开2022年秋季学期教学及学生工作专题会,https://www.cqwu.edu.cn/article_335231.html
"学校各基层党组织和全体共产党员：
当前，我市持续晴热高温，水电压力剧增，火灾隐患突出，防疫形势严峻，给学校的正常运转带来较大影响，给全体师生员工学习生活带来诸多不便。特别是开学在即，疫情防控情况更加复杂，为共克时艰，全力以赴防疫情、抗高温、战旱情，现发出如下倡议：
各基层党组织要守土尽责，充分发挥战斗堡垒作用。各基层党组织要深入学习贯彻习近平总书记关于疫情防控和防灾减灾救灾工作的重要指示精神，加强组织领导，强化主体责任，迅速行动起来，把疫情防控、防暑抗旱和防灾减灾各项工作抓到位、抓到底，统筹落实保安全、战旱情、防疫情、防中暑各项工作和学校事业发展，筑牢校园安全防线，确保校园和谐稳定。
各级领导干部要强化担当，充分发挥带头示范作用。各级领导干部要扛起政治责任，切实把疫情防控、抗旱减灾、开学工作责任扛在肩上、把工作任务抓在手上。疫情防控方面坚持“外防输入、内防反弹”不放松，严格执行疫情防控政策，加强宣传引导，汇集正能量，根据学校和社区统一安排，及时将学校和社区疫情防控要求传递给全体师生员工，主动配合并支持疫情防控工作；抗旱减灾方面以身作则、身先士卒，坚决落实节能各项措施，强化节电节水责任，加强日常节电节水管理，主动开展安全隐患排查，重点针对仓库、宿舍、实验室、消防控制室、星湖山火易燃区域等的巡查，全力防范各类事故灾害发生，切实保障全校师生的生活秩序和生命财产安全；开学工作方面立足本职岗位，提前做好师生返校工作方案及线上线下教学与管理的各种工作预案，确保秋季学期顺利开学。
广大党员同志要迎难而上，充分发挥先锋模范作用。广大党员同志要闻令而动，迎难而上，积极投入到疫情防控和抗旱减灾工作中来，始终做到冲锋在急难险重处，切实把党员身份亮出来、作用发挥出来、先进性体现出来。结合岗位职责，坚决带头执行防疫指令，支持配合管控、防疫措施；带头节约用水用电，积极为抗旱减灾助力赋能，在防暑抗旱和防灾减灾中彰显共产党员的先锋本色；带头备好课，做好新学期线上线下的教育准备工作；按照学校党委安排部署，带头做好返校师生的教育引导工作。
一个支部就是一座堡垒，一名党员就是一面旗帜。全校各基层党组织和广大党员同志要坚守初心、勇担使命，用实际行动在防疫情、抗高温、战旱情的斗争中充分发挥先锋模范作用，坚决打赢疫情防控和防暑抗旱这场硬仗，确保学校顺利开学，以实干实绩迎接党的二十大的胜利召开。

中共重庆文理学院委员会
2022年8月25日
",8月25日,致学校各基层党组织和全体共产党员的倡议书,https://www.cqwu.edu.cn/article_335115.html
    为深入贯彻落实市委、市政府关于节约用电的工作要求，有效应对连续高温天气造成的电力供应严峻形势，8月19日晚，学校副校长金盛率后勤管理处、工会等相关部门负责人对我校节约用电情况开展了专项检查。,8月20日,学校组织校园节约用电专项检查,https://www.cqwu.edu.cn/article_335077.html
    8月1-3日，学校举办的“马克思主义中国化与区域教育治理”学术研讨会在永川区柏天酒店举行。海南师范大学副校长、马克思主义学院院长、博士生导师李森教授，重庆文理学院纪委书记罗茂出席研讨会，来自北京师范大学、西南大学、山东师范大学、四川师范大学、海南师范大学、贵州师范大学、重庆工商大学、井冈山大学、贵阳学院、重庆文理学院、重庆市教育科学研究院、四川省大竹中学等高校、科研机构、基础教育学校的40余名专家学者参加本次研讨会。研讨会由马克思主义学院院长胡守敏主持,8月3日,学校举办“马克思主义中国化与区域教育治理”学术研讨会,https://www.cqwu.edu.cn/article_334990.html
    7月19日，学校党委书记孙泽平率乡村振兴专家团队负责人赴四川省内江市东兴区推进校地合作。东兴区中医药大健康产业推进中心副主任刘雄伟、郭北镇镇长周莉枝等陪同调研。,7月23日,党委书记孙泽平赴内江市东兴区推进校地合作,https://www.cqwu.edu.cn/article_334934.html
    7月9日，重庆文理学院校友总会2022年常务理事工作研讨会在遂宁召开，校长、校友总会会长黄伟九，副校长、校友总会常务副会长李天福，常务理事会成员，部分校友分会负责人及校友代表应邀出席。会议由李天福主持。,7月11日,我校召开校友总会2022年常务理事会,https://www.cqwu.edu.cn/article_334844.html
    7月6日下午，学校党委第三轮巡察组巡察教育学院党总支、人工智能学院党总支情况反馈会分别在知津楼C403、C104召开。学校党委巡察工作领导小组副组长、纪委书记罗茂，党委巡察工作领导小组成员、巡察办主任黎志，党委第三轮巡察组组长何小兵及全体成员，巡察办有关同志，被巡察学院领导班子成员、师生代表100余人参加会议。会议分别由教育学院党总支书记孔庆波，人工智能学院党总支书记杨加强主持。,7月8日,学校召开第三轮巡察情况反馈会,https://www.cqwu.edu.cn/article_334807.html
    7月2日至4日，化学与环境工程学院大学生社会实践服务团走进铜梁区土桥镇，开展以“喜迎二十大，永远跟党走，奋进新征程”为主题的红色爱国主义教育、乡村振兴、环保知识宣讲、科普小实验系列社会实践活动。,7月5日,【暑期三下乡】学校化学与环境工程学院赴铜梁区开展暑期“三下乡”社会实践活动,https://www.cqwu.edu.cn/article_334685.html
    7月2日下午，教育学院2008级校友毕业10周年师生座谈会在知津楼C403举行。学院全体院领导，该年级部分授课教师代表以及2008级毕业生代表共计60余人参加。,7月4日,学校教育学院2008级校友返校举行毕业十周年聚会,https://www.cqwu.edu.cn/article_334572.html
    6月30日下午，我校教育硕士研究生实践基地集中签约暨授牌仪式在恪勤楼422会议室举行。副校长漆新贵，研究生处、文化与传媒学院、马克思主义学院、教育学院等相关负责人，永川中学、北山中学、萱花中学、重庆文理学院附属中学、兴龙湖中学、永川第五中学、昌南中学、红旗小学、红星幼儿园、南大街幼儿园相关校长、园长参加了签约授牌仪式。签约授牌仪式由教育学院副院长贺能坤主持。,7月1日,我校举行教育硕士研究生实践基地集中签约暨授牌仪式,https://www.cqwu.edu.cn/article_334525.html
    6月28日上午，学校在恪勤楼422会议室召开实验室安全工作会，副校长王明华，相关职能部门及二级学院实验室安全负责人参加会议。会议由国有资产管理处处长何小兵主持。,6月28日,学校召开实验室安全工作会,https://www.cqwu.edu.cn/article_334410.html
    近日，面向全校学生开设的《习近平新时代中国特色社会主义思想概论》》公共选修课顺利结课，学校党委书记孙泽平、校长黄伟九率全体校领导、党委常委、相关职能部门负责人和马克思主义学院骨干教师团队为学生授课，坚持把思政课讲深、讲透、讲活，学生们用心听、用心悟，达到了沟通心灵、启智润心、激扬斗志的良好效果。,6月23日,学校思想政治理论课改革创新取得明显成效,https://www.cqwu.edu.cn/article_334113.html
    6月16日，由重庆市教育委员会主办，重庆文理学院、重庆市大学中专毕业生就业指导服务中心承办的成渝地区双城经济圈首届大学生创新创业大赛重庆赛区选拔赛暨第八届重庆市大学生创新创业大赛决赛在西部（重庆）科学城大创谷·梦花园举行。我校“柔纤——国产大飞机用隔音隔热超细玻璃纤维棉”项目获得本科组一等奖，“自主可控亮度提升柔性显示薄膜”项目荣获二等奖，我校荣获优秀组织奖，翟福强、关有为两位老师荣获优秀指导教师奖。,6月18日,我校荣获第八届重庆市大学生创新创业大赛决赛多项殊荣,https://www.cqwu.edu.cn/article_333864.html
    6月15日，学校党委副书记、校长黄伟九先后到音乐学院、材料科学与工程学院、化学与环境工程学院调研指导党建和意识形态工作，学院班子成员、党务干部、部分学生党员等参加调研座谈会。,6月17日,校长黄伟九到二级学院调研指导工作,https://www.cqwu.edu.cn/article_333778.html
    6月8日下午，民进重庆市委会2022年参政议政工作会在市党派大楼217会议室召开。我校图书馆副馆长、民进永川区委会副主委冯利朋和国际合作与交流处涉外科科长、民进永川区委会委员、民进重庆文理学院支部主委郭明磊代表民进永川区委会参加了会议。,6月14日,我校民进会员参政议政成果获民进重庆市委会表彰,https://www.cqwu.edu.cn/article_333558.html
    6月6日上午，深圳市龙岗区南湾街道企业组团招聘会在我校学生活动中心三楼招聘室举行。学校副校长李天福、招生就业处负责人、相关专业的辅导员、2022届未就业毕业生、大三年级学生等200余名师生参加了本次招聘活动。,6月9日,学校举办深圳市龙岗区南湾街道组团进校招聘活动,https://www.cqwu.edu.cn/article_333280.html
    6月3日，农历端午节，我校食堂精心准备万余个粽子赠送2022届毕业生，寄托母校的深情与温馨。学校副校长金盛在后勤管理处相关人员陪同下参加赠送活动。,6月5日,我校开展2022届毕业生粽子赠送活动,https://www.cqwu.edu.cn/article_333291.html
    近日，经申请、单位推荐，市农业农村委评审，并报请市委农业农村工委2022年第12次会议审议通过，我校赵立军教授主持的“水稻生产全程机械化(智能化)轻简技术示范”项目入选重庆市2022年度农业重大技术协同推广项目。,6月1日,我校赵立军教授主持项目入选重庆市2022年度农业重大技术协同推广项目,https://www.cqwu.edu.cn/article_332676.html
